parameter_cd,parameter_nm,keep
49383,"Diethyl phthalate, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Y
49384,"Dimethyl phthalate, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Y
49391,"2,2'-Biquinoline, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Y
49392,"Quinoline, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Y
49394,"Isoquinoline, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Y
49396,"2,6-Dinitrotoluene, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Y
49400,"Isophorone, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Y
49407,"2-Chloronaphthalene, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Y
49410,"1-Methylphenanthrene, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Y
49411,"4H-Cyclopenta[def]phenanthrene, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Y
49421,"3,5-Dimethylphenol, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Y
49422,"4-Chloro-3-methylphenol, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Y
49424,"C8-alkylphenol, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Y
49427,"Benzyl n-butyl phthalate, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Y
49431,"N-Nitrosodi-n-propylamine, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Y
49433,"N-Nitrosodiphenylamine, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Y
49436,"Benzo[a]anthracene, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Y
49438,"1,2,4-Trichlorobenzene, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Y
49439,"1,2-Dichlorobenzene, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Y
49441,"1,3-Dichlorobenzene, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Y
49444,"Nitrobenzene, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Y
49446,"Pentachloronitrobenzene, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Y
49455,"4-Chlorophenyl phenyl ether, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Y
49465,"Vanadium, biota, tissue, recoverable, dry weight, milligrams per kilogram",Y
49467,"2-Chlorophenol, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Y
50278,"Escherichia coli, NA-MUG MF method, water, colony forming units per 100 milliliters",Y
90863,"DDT plus degradates, bed sediment smaller than 2 millimeters, wet sieved (native water), recoverable, maximum summation, dry weight, micrograms per kilogram",Y
90902,"Escherichia coli, modified m-TEC MF method, water, colony forming units per 100 milliliters",Y
91742,"Caffeine-d9, surrogate, water, unfiltered, percent recovery",Y
91748,"Bisphenol A-d14, surrogate, water, unfiltered, percent recovery",Y
99822,"Set number, NWQL schedule 2101",N
99824,"Set number, NWQL schedule 2501",N
99825,"Set number, NWQL schedule 2502",N
99849,"Analytical reference number, NWQL schedule 2101",N
99850,"Analytical reference number, NWQL schedule 2501",N
99852,"Sample weight, NWQL schedule 2101, grams",N
99853,"Sample weight, NWQL schedule 2501, grams",N
419,"Acid neutralizing capacity, water, unfiltered, inflection-point titration method (incremental titration method), field, milligrams per liter as calcium carbonate",Y
34609,"2,4-Dimethylphenol, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
39251,"Polychlorinated naphthalenes, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
39389,"alpha-Endosulfan, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
39481,"p,p'-Methoxychlor, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
39758,"Mirex, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
81886,"p,p'-Ethyl-DDD, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
99430,"Carbonate, water, unfiltered, inflection-point titration method (incremental titration method), field, milligrams per liter as calcium carbonate",Y
99440,"Bicarbonate, water, unfiltered, inflection-point titration method (incremental titration method), field, milligrams per liter",Y
916,"Calcium, water, unfiltered, recoverable, milligrams per liter",Y
927,"Magnesium, water, unfiltered, recoverable, milligrams per liter",Y
929,"Sodium, water, unfiltered, recoverable, milligrams per liter",Y
937,"Potassium, water, unfiltered, recoverable, milligrams per liter",Y
951,"Fluoride, water, unfiltered, milligrams per liter",Y
71895,"Mercury, suspended sediment, recoverable, micrograms per liter",Y
417,"Acid neutralizing capacity, water, unfiltered, fixed endpoint (pH 4.5) titration, laboratory, milligrams per liter as calcium carbonate",Y
903,"Noncarbonate hardness, water, unfiltered, lab, milligrams per liter as calcium carbonate",Y
946,"Sulfate, water, unfiltered, milligrams per liter",Y
81024,"Drainage area, square miles",N
71870,"Bromide, water, filtered, milligrams per liter",Y
4029,"Bromacil, water, filtered, recoverable, micrograms per liter",Y
30282,"Methiocarb, water, unfiltered, recoverable, micrograms per liter",Y
30296,"Propoxur, water, unfiltered, recoverable, micrograms per liter",Y
38442,"Dicamba, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",Y
38478,"Linuron, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",Y
38482,"MCPA, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",Y
38487,"MCPB, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",Y
38501,"Methiocarb, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",Y
38538,"Propoxur, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",Y
38711,"Bentazon, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",Y
38746,"2,4-DB, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",Y
38811,"Fluometuron, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",Y
38866,"Oxamyl, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",Y
39051,"Methomyl, water, unfiltered, recoverable, micrograms per liter",Y
39052,"Propham, water, unfiltered, recoverable, micrograms per liter",Y
39720,"Picloram, water, unfiltered, recoverable, micrograms per liter",Y
39732,"2,4-D, water, filtered, recoverable, micrograms per liter",Y
39742,"2,4,5-T, water, filtered, recoverable, micrograms per liter",Y
39750,"Carbaryl, water, unfiltered, recoverable, micrograms per liter",Y
39762,"Silvex, water, filtered, recoverable, micrograms per liter",Y
49235,"Triclopyr, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",Y
49236,"Propham, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",Y
49291,"Picloram, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",Y
49292,"Oryzalin, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",Y
49293,"Norflurazon, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",Y
49294,"Neburon, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",Y
49295,"1-Naphthol, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",Y
49296,"Methomyl, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",Y
49297,"Fenuron, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",Y
49298,"Esfenvalerate, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",Y
49299,"2-Methyl-4,6-dinitrophenol, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",Y
49300,"Diuron, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",Y
49301,"Dinoseb, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",Y
49302,"Dichlorprop, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",Y
49303,"Dichlobenil, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",Y
49304,"DCPA monoacid, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",Y
49305,"Clopyralid, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",Y
49306,"Chlorothalonil, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",Y
49308,"3-Hydroxy carbofuran, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",Y
49309,"Carbofuran, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",Y
49310,"Carbaryl, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",Y
49311,"Bromoxynil, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",Y
49312,"Aldicarb, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",Y
49313,"Aldicarb sulfone, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",Y
49314,"Aldicarb sulfoxide, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",Y
49315,"Acifluorfen, water, filtered (0.7 micron glass fiber filter), recoverable, micrograms per liter",Y
61188,"Chloramben methyl ester, water, filtered, recoverable, micrograms per liter",Y
70950,"Biomass/chlorophyll ratio, periphyton, number",Y
77441,"1-Naphthol, water, unfiltered, recoverable, micrograms per liter",Y
82052,"Dicamba, water, unfiltered, recoverable, micrograms per liter",Y
82183,"Dichlorprop, water, unfiltered, recoverable, micrograms per liter",Y
82584,"3-Hydroxy carbofuran, water, unfiltered, recoverable, micrograms per liter",Y
82586,"Aldicarb sulfoxide, water, unfiltered, recoverable, micrograms per liter",Y
82587,"Aldicarb sulfone, water, unfiltered, recoverable, micrograms per liter",Y
82613,"Oxamyl, water, unfiltered, recoverable, micrograms per liter",Y
82615,"Carbofuran, water, unfiltered, recoverable, micrograms per liter",Y
82619,"Aldicarb, water, unfiltered, recoverable, micrograms per liter",Y
90855,"Chlordane plus degradates, biota, whole organism, minimum summation, wet weight, micrograms per kilogram",Y
99631,"Set number, NWQL labcode 0114",N
99820,"Set number, NWQL schedule 2050",N
99835,"BDMC, surrogate, water, unfiltered, percent recovery",Y
99848,"Sample volume, NWQL schedule 2050, milliliters",N
540,"Suspended solids remaining after ignition, water, unfiltered, milligrams per liter",Y
62360,"Pheophytin a, phytoplankton, micrograms per liter",Y
70953,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",Y
1036,"Cobalt, suspended sediment, recoverable, micrograms per liter",Y
49419,"2-Methyl-4,6-dinitrophenol, bed sediment smaller than 2 millimeters, wet sieved (native water), field, recoverable, dry weight, micrograms per kilogram",Y
60050,"Phytoplankton, total, cells per milliliter",Y
71820,"Density of water sample, unfiltered, grams per milliliter at 20 degrees Celsius",N
95100,"Conversion factor, number",N
95200,"Total cell count, water, cells per milliliter",N
96014,,N
96020,,N
96067,,N
96167,,N
96190,,N
96200,,N
96202,,N
96205,,N
96209,,N
96215,,N
96218,,N
96225,,N
96229,,N
96230,,N
96238,,N
96240,,N
96243,,N
96245,,N
96252,,N
96254,,N
96310,,N
96313,,N
96327,,N
96392,,N
96423,,N
96426,,N
96430,,N
96706,,N
96707,,N
96756,,N
96759,,N
96763,,N
96764,,N
96765,,N
96777,,N
96778,,N
96791,,N
96802,,N
96806,,N
96812,,N
96817,,N
98082,,N
98090,,N
98136,,N
98150,,N
98165,,N
495,"Moisture content, fraction of dry weight, percent",N
1108,"Aluminum, bed sediment, recoverable, dry weight, milligrams per kilogram",Y
4005,"Metolachlor, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
4006,"Alachlor, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
4254,"Metalaxyl, water, unfiltered, recoverable, micrograms per liter",Y
30194,"2-Methylnaphthalene, water, unfiltered, recoverable, micrograms per liter",Y
30218,"Dichlorvos, water, unfiltered, recoverable, micrograms per liter",Y
30234,"Bromacil, water, unfiltered, recoverable, micrograms per liter",Y
32104,"Tribromomethane, water, unfiltered, recoverable, micrograms per liter",Y
34220,"Anthracene, water, unfiltered, recoverable, micrograms per liter",Y
34221,"Anthracene, water, filtered, recoverable, micrograms per liter",Y
34247,"Benzo[a]pyrene, water, unfiltered, recoverable, micrograms per liter",Y
34248,"Benzo[a]pyrene, water, filtered, recoverable, micrograms per liter",Y
34288,"Tribromomethane, water, filtered, recoverable, micrograms per liter",Y
34336,"Diethyl phthalate, water, unfiltered, recoverable, micrograms per liter",Y
34376,"Fluoranthene, water, unfiltered, recoverable, micrograms per liter",Y
34377,"Fluoranthene, water, filtered, recoverable, micrograms per liter",Y
34408,"Isophorone, water, unfiltered, recoverable, micrograms per liter",Y
34409,"Isophorone, water, filtered, recoverable, micrograms per liter",Y
34443,"Naphthalene, water, filtered, recoverable, micrograms per liter",Y
34461,"Phenanthrene, water, unfiltered, recoverable, micrograms per liter",Y
34462,"Phenanthrene, water, filtered, recoverable, micrograms per liter",Y
34466,"Phenol, water, filtered, recoverable, micrograms per liter",Y
34469,"Pyrene, water, unfiltered, recoverable, micrograms per liter",Y
34470,"Pyrene, water, filtered, recoverable, micrograms per liter",Y
34475,"Tetrachloroethene, water, unfiltered, recoverable, micrograms per liter",Y
34476,"Tetrachloroethene, water, filtered, recoverable, micrograms per liter",Y
34571,"1,4-Dichlorobenzene, water, unfiltered, recoverable, micrograms per liter",Y
34572,"1,4-Dichlorobenzene, water, filtered, recoverable, micrograms per liter",Y
34694,"Phenol, water, unfiltered, recoverable, micrograms per liter",Y
34696,"Naphthalene, water, unfiltered, recoverable, micrograms per liter",Y
38932,"Chlorpyrifos, water, unfiltered, recoverable, micrograms per liter",Y
39032,"Pentachlorophenol, water, unfiltered, recoverable, micrograms per liter",Y
39046,"Simazine, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
39050,"Tribufos, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
39056,"Prometon, water, unfiltered, recoverable, micrograms per liter",Y
39100,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",Y
39301,"p,p'-DDT, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
39311,"p,p'-DDD, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
39321,"p,p'-DDE, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
39630,"Atrazine, water, unfiltered, recoverable, micrograms per liter",Y
39631,"Atrazine, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
50305,"Caffeine, water, filtered, recoverable, micrograms per liter",Y
50359,"Metalaxyl, water, filtered, recoverable, micrograms per liter",Y
51643,"Benfluralin, water, filtered, recoverable, nanograms per liter",Y
51651,"Tetradifon, water, filtered, recoverable, nanograms per liter",Y
51836,"Coumaphos, water, filtered, recoverable, nanograms per liter",Y
51837,"Dithiopyr, water, filtered, recoverable, nanograms per liter",Y
51838,"Fenpyroximate, water, filtered, recoverable, nanograms per liter",Y
51839,"Fenthion, water, filtered, recoverable, nanograms per liter",Y
51840,"Flufenacet, water, filtered, recoverable, nanograms per liter",Y
51841,"Flumetralin, water, filtered, recoverable, nanograms per liter",Y
51842,"Flutolanil, water, filtered, recoverable, nanograms per liter",Y
51843,"Oxadiazon, water, filtered, recoverable, nanograms per liter",Y
51844,"Prodiamine, water, filtered, recoverable, nanograms per liter",Y
51845,"Thiazopyr, water, filtered, recoverable, nanograms per liter",Y
51846,"Paclobutrazol, water, filtered, recoverable, nanograms per liter",Y
51847,"Quinoxyfen, water, filtered, recoverable, nanograms per liter",Y
51848,"Fenamidone, water, filtered, recoverable, nanograms per liter",Y
51849,"Acibenzolar-S-methyl, water, filtered, recoverable, nanograms per liter",Y
51850,"Picoxystrobin, water, filtered, recoverable, nanograms per liter",Y
51851,"Fluxapyroxad, water, filtered, recoverable, nanograms per liter",Y
51852,"Fluopicolide, water, filtered, recoverable, nanograms per liter",Y
51853,"Cyazofamid, water, filtered, recoverable, nanograms per liter",Y
51854,"Mandipropamid, water, filtered, recoverable, nanograms per liter",Y
51855,"Ethaboxam, water, filtered, recoverable, nanograms per liter",Y
51856,"Chlorantraniliprole, water, filtered, recoverable, nanograms per liter",Y
51858,"Flonicamid, water, filtered, recoverable, nanograms per liter",Y
51861,"Cymoxanil, water, filtered, recoverable, nanograms per liter",Y
51862,"Cyantraniliprole, water, filtered, recoverable, nanograms per liter",Y
51863,"Penoxsulam, water, filtered, recoverable, nanograms per liter",Y
51864,"Fluridone, water, filtered, recoverable, nanograms per liter",Y
51865,"Desthio-prothioconazole, water, filtered, recoverable, nanograms per liter",Y
51866,"Tolfenpyrad, water, filtered, recoverable, nanograms per liter",Y
61702,"3-tert-Butyl-4-hydroxyanisole, water, unfiltered, recoverable, micrograms per liter",Y
61703,"4-Nonylphenol diethoxylate (sum of all isomers), water, unfiltered, recoverable, micrograms per liter",Y
61704,"4-Nonylphenol monoethoxylate (sum of all isomers), water, unfiltered, recoverable, micrograms per liter",Y
61705,"4-tert-Octylphenol diethoxylate, water, filtered, recoverable, micrograms per liter",Y
61706,"4-tert-Octylphenol monoethoxylate, water, filtered, recoverable, micrograms per liter",Y
61707,"Tris(dichloroisopropyl) phosphate, water, unfiltered, recoverable, micrograms per liter",Y
61708,"Triclosan, water, unfiltered, recoverable, micrograms per liter",Y
61944,"5-Methyl-1H-benzotriazole, water, unfiltered, recoverable, micrograms per liter",Y
61945,"Cotinine, water, unfiltered, recoverable, micrograms per liter",Y
61947,"N,N-Diethyl-m-toluamide (DEET), water, unfiltered, recoverable, micrograms per liter",Y
61948,"beta-Stigmastanol, water, unfiltered, recoverable, micrograms per liter",Y
62005,"Cotinine, water, filtered, recoverable, micrograms per liter",Y
62046,"Fenthion, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
62047,"Methidathion, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
62054,"1-Methylnaphthalene, water, filtered, recoverable, micrograms per liter",Y
62055,"2,6-Dimethylnaphthalene, water, filtered, recoverable, micrograms per liter",Y
62056,"2-Methylnaphthalene, water, filtered, recoverable, micrograms per liter",Y
62057,"3-beta-Coprostanol, water, filtered, recoverable, micrograms per liter",Y
62058,"3-Methyl-1H-indole, water, filtered, recoverable, micrograms per liter",Y
62059,"3-tert-Butyl-4-hydroxyanisole, water, filtered, recoverable, micrograms per liter",Y
62060,"4-Cumylphenol, water, filtered, recoverable, micrograms per liter",Y
62061,"4-n-Octylphenol, water, filtered, recoverable, micrograms per liter",Y
62062,"4-tert-Octylphenol, water, filtered, recoverable, micrograms per liter",Y
62063,"5-Methyl-1H-benzotriazole, water, filtered, recoverable, micrograms per liter",Y
62064,"Acetophenone, water, filtered, recoverable, micrograms per liter",Y
62065,"Acetyl hexamethyl tetrahydro naphthalene, water, filtered, recoverable, micrograms per liter",Y
62066,"9,10-Anthraquinone, water, filtered, recoverable, micrograms per liter",Y
62067,"Benzophenone, water, filtered, recoverable, micrograms per liter",Y
62068,"beta-Sitosterol, water, filtered, recoverable, micrograms per liter",Y
62070,"Camphor, water, filtered, recoverable, micrograms per liter",Y
62071,"Carbazole, water, filtered, recoverable, micrograms per liter",Y
62072,"Cholesterol, water, filtered, recoverable, micrograms per liter",Y
62073,"D-Limonene, water, filtered, recoverable, micrograms per liter",Y
62075,"Hexahydrohexamethyl cyclopentabenzopyran, water, filtered, recoverable, micrograms per liter",Y
62076,"Indole, water, filtered, recoverable, micrograms per liter",Y
62077,"Isoborneol, water, filtered, recoverable, micrograms per liter",Y
62078,"Isopropylbenzene, water, filtered, recoverable, micrograms per liter",Y
62079,"Isoquinoline, water, filtered, recoverable, micrograms per liter",Y
62080,"Menthol, water, filtered, recoverable, micrograms per liter",Y
62081,"Methyl salicylate, water, filtered, recoverable, micrograms per liter",Y
62082,"N,N-Diethyl-m-toluamide (DEET), water, filtered, recoverable, micrograms per liter",Y
62083,"4-Nonylphenol diethoxylate (sum of all isomers), water, filtered, recoverable, micrograms per liter",Y
62084,"p-Cresol, water, filtered, recoverable, micrograms per liter",Y
62085,"4-Nonylphenol (sum of all isomers), water, filtered, recoverable, micrograms per liter",Y
62086,"beta-Stigmastanol, water, filtered, recoverable, micrograms per liter",Y
62087,"Tris(2-chloroethyl) phosphate, water, filtered, recoverable, micrograms per liter",Y
62088,"Tris(dichloroisopropyl) phosphate, water, filtered, recoverable, micrograms per liter",Y
62089,"Tributyl phosphate, water, filtered, recoverable, micrograms per liter",Y
62090,"Triclosan, water, filtered, recoverable, micrograms per liter",Y
62091,"Triethyl citrate, water, filtered, recoverable, micrograms per liter",Y
62092,"Triphenyl phosphate, water, filtered, recoverable, micrograms per liter",Y
62093,"Tris(2-butoxyethyl) phosphate, water, filtered, recoverable, micrograms per liter",Y
62461,"Organic carbon, bed sediment, dry weight, percent",Y
62485,"4-tert-Octylphenol monoethoxylate, water, unfiltered, recoverable, micrograms per liter",Y
62486,"4-tert-Octylphenol diethoxylate, water, unfiltered, recoverable, micrograms per liter",Y
62805,"2,6-Dimethylnaphthalene, water, unfiltered, recoverable, micrograms per liter",Y
62806,"3-beta-Coprostanol, water, unfiltered, recoverable, micrograms per liter",Y
62807,"3-Methyl-1H-indole, water, unfiltered, recoverable, micrograms per liter",Y
62808,"4-Cumylphenol, water, unfiltered, recoverable, micrograms per liter",Y
62809,"4-n-Octylphenol, water, unfiltered, recoverable, micrograms per liter",Y
62810,"4-tert-Octylphenol, water, unfiltered, recoverable, micrograms per liter",Y
62811,"Acetophenone, water, unfiltered, recoverable, micrograms per liter",Y
62812,"Acetyl hexamethyl tetrahydro naphthalene, water, unfiltered, recoverable, micrograms per liter",Y
62813,"9,10-Anthraquinone, water, unfiltered, recoverable, micrograms per liter",Y
62814,"Benzophenone, water, unfiltered, recoverable, micrograms per liter",Y
62815,"beta-Sitosterol, water, unfiltered, recoverable, micrograms per liter",Y
62816,"Bisphenol A, water, unfiltered, recoverable, micrograms per liter",Y
62817,"Camphor, water, unfiltered, recoverable, micrograms per liter",Y
62818,"Cholesterol, water, unfiltered, recoverable, micrograms per liter",Y
62819,"D-Limonene, water, unfiltered, recoverable, micrograms per liter",Y
62823,"Hexahydrohexamethyl cyclopentabenzopyran, water, unfiltered, recoverable, micrograms per liter",Y
62824,"Indole, water, unfiltered, recoverable, micrograms per liter",Y
62825,"Isoborneol, water, unfiltered, recoverable, micrograms per liter",Y
62826,"Isoquinoline, water, unfiltered, recoverable, micrograms per liter",Y
62827,"Menthol, water, unfiltered, recoverable, micrograms per liter",Y
62828,"Methyl salicylate, water, unfiltered, recoverable, micrograms per liter",Y
62829,"4-Nonylphenol (sum of all isomers), water, unfiltered, recoverable, micrograms per liter",Y
62830,"Tris(2-butoxyethyl) phosphate, water, unfiltered, recoverable, micrograms per liter",Y
62831,"Tris(2-chloroethyl) phosphate, water, unfiltered, recoverable, micrograms per liter",Y
62832,"Tributyl phosphate, water, unfiltered, recoverable, micrograms per liter",Y
62833,"Triethyl citrate, water, unfiltered, recoverable, micrograms per liter",Y
62834,"Triphenyl phosphate, water, unfiltered, recoverable, micrograms per liter",Y
62840,"Caffeine-13C, surrogate, NWQL schedule 4433 and labcode 8033 (WWWW), water, unfiltered, percent recovery",Y
62841,"Decafluorobiphenyl, surrogate, NWQL schedule 4433 and labcode 8033 (WWWW), water, unfiltered, percent recovery",Y
62842,"Fluoranthene-d10, surrogate, NWQL schedule 4433 and labcode 8033 (WWWW), water, unfiltered, percent recovery",Y
62902,"Trifluralin, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
62904,"Chlorothalonil, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
62905,"DCPA, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
63145,"3,4-Dichlorophenyl isocyanate, water, unfiltered, recoverable, micrograms per liter",Y
63147,"BDE congener 47, water, unfiltered, recoverable, micrograms per liter",Y
63172,"3-tert-Butyl-4-hydroxyanisole, solids, recoverable, dry weight, micrograms per kilogram",Y
63235,"Tris(dichloroisopropyl) phosphate, solids, recoverable, dry weight, micrograms per kilogram",Y
64150,"Azinphos-methyl, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
64151,"Bifenthrin, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
64152,"Butylate, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
64153,"Carbaryl, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
64154,"Carbofuran, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
64155,"Cycloate, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
64156,"Cypermethrin, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
64158,"EPTC, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
64159,"Esfenvalerate, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
64160,"Ethalfluralin, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
64161,"Hexazinone, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
64163,"Molinate, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
64164,"Napropamide, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
64165,"Oxyfluorfen, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
64166,"Pebulate, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
64167,"Pendimethalin, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
64168,"Permethrin, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
64169,"Phosmet, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
64170,"Piperonyl butoxide, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
64171,"Thiobencarb, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
64847,"Arsenic, bed sediment, recoverable, dry weight, milligrams per kilogram",Y
65071,"Chlorothalonil, water, filtered, recoverable, nanograms per liter",Y
65073,"Cycloate, water, filtered, recoverable, nanograms per liter",Y
65074,"Cyfluthrin, water, filtered, recoverable, nanograms per liter",Y
65075,"Cypermethrin, water, filtered, recoverable, nanograms per liter",Y
65076,"DCPA, water, filtered, recoverable, nanograms per liter",Y
65077,"Deltamethrin, water, filtered, recoverable, nanograms per liter",Y
65081,"Esfenvalerate, water, filtered, recoverable, nanograms per liter",Y
65082,"Ethalfluralin, water, filtered, recoverable, nanograms per liter",Y
65083,"Fenpropathrin, water, filtered, recoverable, nanograms per liter",Y
65089,"Methyl parathion, water, filtered, recoverable, nanograms per liter",Y
65092,"Napropamide, water, filtered, recoverable, nanograms per liter",Y
65094,"p,p'-DDD, water, filtered, recoverable, nanograms per liter",Y
65095,"p,p'-DDE, water, filtered, recoverable, nanograms per liter",Y
65096,"p,p'-DDT, water, filtered, recoverable, nanograms per liter",Y
65097,"Pebulate, water, filtered, recoverable, nanograms per liter",Y
65099,"Permethrin, water, filtered, recoverable, nanograms per liter",Y
65100,"Phenothrin, water, filtered, recoverable, nanograms per liter",Y
65101,"Phosmet, water, filtered, recoverable, nanograms per liter",Y
65104,"Resmethrin, water, filtered, recoverable, nanograms per liter",Y
65106,"tau-Fluvalinate, water, filtered, recoverable, nanograms per liter",Y
65108,"Trifluralin, water, filtered, recoverable, nanograms per liter",Y
65109,"Cyfluthrin, bed sediment, recoverable, dry weight, micrograms per kilogram",Y
